title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,is_eemcs?,is_ee?,is_tcs?,ut_corresponding_author,all_authors,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,best_oa_link,pdf_link_best_oa,other_oa_links,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
Steganography and steganalysis for digital image enhanced Forensic analysis and recommendations,https://doi.org/10.1080/23742917.2024.2304441,2024,journal-article,,Digital Image Watermarking Techniques | Digital Image Forgery Detection and Identification | Chaos-based Image Encryption Techniques,,Dipti Kapoor Sarmah,SCS,True,False,True,,Kristian D. Michaylov | Dipti Kapoor Sarmah,,True,hybrid,False,True,cc-by-nc-nd,,https://doi.org/10.1080/23742917.2024.2304441,,https://doi.org/10.1080/23742917.2024.2304441,,,https://openalex.org/W4391133879,https://research.utwente.nl/en/publications/f320f165-e07e-468e-80ca-2a74c2a08399,https://ris.utwente.nl/ws/files/350071614/Steganography_and_steganalysis_for_digital_image_enhanced_Forensic_analysis_and_recommendations.pdf,,,Journal of Cyber Security Technology,2374-2917,2374-2925,,,,1-27,27,,https://openalex.samuelmok.cc/paper/20797,https://openalex.samuelmok.cc/api/paper/20797,https://openalex.samuelmok.cc/api/pureentry/76236,https://openalex.samuelmok.cc/api/pilotpure/8590
Impact of local plastic deformation on thermo-magnetic instability of high-J<sub>c</sub> Nb<sub>3</sub>Sn strand,https://doi.org/10.1088/1361-6668/ad221e,2024,journal-article,,Development of Superconducting Magnets for Particle Accelerators and Fusion Reactors | Accelerator Technology and Superconducting Cavities | Plasma Physics and Fusion,,A. Nijhuis | Jinggang Qin,PS,True,False,True,,Zichuan Guo | A. Nijhuis | Jinggang Qin | Chao Dai | Sim Kihong | YunHao Liu | Fang Liu | Yi Shi | Iksang Shin | Yu Wang | Liehuang Zhu,,False,closed,False,False,,,https://doi.org/10.1088/1361-6668/ad221e,,,,,https://openalex.org/W4391160606,,,,,Superconductor Science and Technology,0953-2048,1361-6668,IOP Publishing,,,,,,https://openalex.samuelmok.cc/paper/21076,https://openalex.samuelmok.cc/api/paper/21076,,
Leveraging citizen science for monitoring urban forageable plants,https://doi.org/10.1093/gigascience/giae007,2024,journal-article,,Species Distribution Modeling and Climate Change Impacts | Human Attitudes and Interactions with Animals and Plants | Genomic Insights into Social Insects and Symbiosis,,Anand Gavai | Luís Ferreira Pires | Filipi Miranda Soares,SCS,True,False,True,,Anand Gavai | Luís Ferreira Pires | Filipi Miranda Soares | Yamine Bouzembrak | Mary Ann Carvalho | Lídio Coradin | Ana Carolina da Silva Lima | Karoline Reis de Almeida | Raquel de Andrade Cardoso Santiago | Aline Martins de Carvalho | Bárbara Junqueira dos Santos | Benildes Coura Moreira dos Santos Maculan | Debora Pignatari Drucker | Solange França | Holly Gabriel | Maria Carolina Garcia | Natália Pirani Ghilardi-Lopes | Sheina Koffler | Uiara Bandineli Montedo | Antônio Mauro Saraiva | Rubens Silva,,True,gold,,,cc-by,,https://doi.org/10.1093/gigascience/giae007,https://academic.oup.com/gigascience/article-pdf/doi/10.1093/gigascience/giae007/56843732/giae007.pdf,https://doi.org/10.1093/gigascience/giae007,https://academic.oup.com/gigascience/article-pdf/doi/10.1093/gigascience/giae007/56843732/giae007.pdf,,https://openalex.org/W4392444840,,,,,GigaScience,2047-217X,,,13,,,,,https://openalex.samuelmok.cc/paper/38750,https://openalex.samuelmok.cc/api/paper/38750,,
From Data to Decisions: How AI Is Revolutionizing Clinical Prediction Models in Plastic Surgery.,https://doi.org/10.1097/prs.0000000000011266,2024,journal-article,,,,Estefanía Talavera,DMB,True,True,True,,Hinne A. Rakhorst | Estefanía Talavera | Mark W. Clemens | Kyle R. Eberlin | Liliane A. Freundt | Kenneth A. Kooi | Kamilcan Oflazoglu | Marco J.P.F. Ritt | Ruud W. Selles,,False,closed,False,False,,,https://pubmed.ncbi.nlm.nih.gov/38194624,,,,,https://openalex.org/W4390706365,,,,,Plastic and Reconstructive Surgery,0032-1052,1529-4242,Ovid Technologies (Wolters Kluwer Health),,,,,,https://openalex.samuelmok.cc/paper/21911,https://openalex.samuelmok.cc/api/paper/21911,,
Citizen Science Data on Urban Forageable Plants: A Case Study in Brazil,https://doi.org/10.1101/2024.01.22.575882,2024,posted-content,,,,Anand Gavai | Luís Ferreira Pires | Filipi Miranda Soares,SCS,True,False,True,Filipi Miranda Soares,Anand Gavai | Luís Ferreira Pires | Filipi Miranda Soares | Yamine Bouzembrak | Mónica Carvalho | Lídio Coradin | Ana Carolina da Silva Lima | Karoline Reis de Almeida | Raquel de Andrade Cardoso Santiago | Aline Martins de Carvalho | Bárbara Junqueira dos Santos | Benildes Coura Moreira dos Santos Maculan | Debora Pignatari Drucker | Solange França | Holly Gabriel | Maria Carolina Garcia | Natália Pirani Ghilardi-Lopes | Sheina Koffler | Uiara Bandineli Montedo | Antônio Mauro Saraiva | Rubens Rangel Silva,,True,bronze,False,True,cc-by,,https://doi.org/10.1101/2024.01.22.575882,https://www.biorxiv.org/content/biorxiv/early/2024/01/25/2024.01.22.575882.full.pdf,https://doi.org/10.1101/2024.01.22.575882,https://www.biorxiv.org/content/biorxiv/early/2024/01/25/2024.01.22.575882.full.pdf,,https://openalex.org/W4391215095,https://research.utwente.nl/en/publications/7bd1035b-e7a5-48df-ba84-85566b6f8b0e,https://ris.utwente.nl/ws/files/350455237/2024.01.22.575882v1.full.pdf,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/22080,https://openalex.samuelmok.cc/api/paper/22080,https://openalex.samuelmok.cc/api/pureentry/76229,https://openalex.samuelmok.cc/api/pilotpure/8580
Viewing stomata in action: Autonomous<i>in planta</i>imaging of individual stomatal movement links morphology and kinetics,https://doi.org/10.1101/2024.03.13.584774,2024,posted-content,,Non-destructive Leaf Area Estimation Methods | Tactile Perception and Cross-modal Plasticity | Dynamic Modeling of Plant Form and Growth,,Remco G.P. Sanders | Jurriaan Schmitz | T. J. T. P. Van Den Berg,DACS,True,True,True,,Remco G.P. Sanders | Jurriaan Schmitz | T. J. T. P. Van Den Berg | Elias Kaiser,,True,green,,,cc-by-nc-nd,,https://doi.org/10.1101/2024.03.13.584774,https://www.biorxiv.org/content/biorxiv/early/2024/03/14/2024.03.13.584774.full.pdf,https://doi.org/10.1101/2024.03.13.584774,https://www.biorxiv.org/content/biorxiv/early/2024/03/14/2024.03.13.584774.full.pdf,,https://openalex.org/W4393022945,,,,,bioRxiv (Cold Spring Harbor Laboratory),,,,,,,,,https://openalex.samuelmok.cc/paper/39276,https://openalex.samuelmok.cc/api/paper/39276,,
Height-adaptive human gait model through radar-driven pipeline with two co-located mmWave MIMO radars,https://doi.org/10.1109/access.2024.3350354,2024,journal-article,,,,Alessandro Chiumento | André B.J. Kokkeler | Yang Miao,PS,True,True,True,,Alessandro Chiumento | André B.J. Kokkeler | Yang Miao | R.C. van 't Veld,,True,gold,False,False,cc-by,,https://doi.org/10.1109/access.2024.3350354,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10381723.pdf,https://doi.org/10.1109/access.2024.3350354,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10381723.pdf,,https://openalex.org/W4390603908,,,,,IEEE Access,2169-3536,,Institute of Electrical and Electronics Engineers (IEEE),12,,7199-7223,25,,https://openalex.samuelmok.cc/paper/23142,https://openalex.samuelmok.cc/api/paper/23142,,
TangleTunes: A P2P Music Streaming Service on the IoTA Distributed Ledger,https://doi.org/10.1109/icetsis61505.2024.10459448,2024,proceedings-article,,Scalable Peer-to-Peer Network Architectures | Digital Rights Management Architectures and Technologies,,Mohammed El-Hajj | Dipti Kapoor Sarmah,SCS,True,False,True,,Mohammed El-Hajj | Daniel Melero Martinez | Dipti Kapoor Sarmah,,False,closed,,,,,https://doi.org/10.1109/icetsis61505.2024.10459448,,,,,https://openalex.org/W4392943874,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39282,https://openalex.samuelmok.cc/api/paper/39282,,
Decoding Online Hate in the United States: A BERT-CNN Analysis of 36 Million Tweets from 2020 to 2022,https://doi.org/10.1109/icsc59802.2024.00059,2024,proceedings-article,,Automated Detection of Hate Speech and Offensive Language | Populism in Contemporary Politics,,Mahboobeh Zangiabady,DACS,True,True,True,,Mahboobeh Zangiabady | Alberto Garcia‐Robledo | Shasank Sekhar Pandey,,False,closed,,,,,https://doi.org/10.1109/icsc59802.2024.00059,,,,,https://openalex.org/W4393078956,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39283,https://openalex.samuelmok.cc/api/paper/39283,,
A Pragmatic Approach to Bi-directional Impedance Reflection Telemanipulation Control: Design and User Study,https://doi.org/10.1109/lra.2024.3368792,2024,journal-article,,Telemedicine in Global Healthcare,,Douwe Dresscher | Jan B. F. van Erp,HMI,True,True,True,,Douwe Dresscher | Sara Falcone | Robin Lieftink | Jan B. F. van Erp | Christophe van der Walt,,False,closed,,,,,https://doi.org/10.1109/lra.2024.3368792,,,,,https://openalex.org/W4392061628,,,,,IEEE robotics and automation letters,2377-3766,,Institute of Electrical and Electronics Engineers (IEEE),,,3617-3624,8,,https://openalex.samuelmok.cc/paper/38799,https://openalex.samuelmok.cc/api/paper/38799,,
Fluid Viscosity and Density Determination With Machine Learning-Enhanced Coriolis Mass Flow Sensors,https://doi.org/10.1109/mems58180.2024.10439597,2024,proceedings-article,,Ultrasonic Flow Measurement Techniques | Real-time Water Quality Monitoring and Aquaculture Management,,Dennis Alveringh | Jarno Groenesteijn | Mannes Poel | Remco G.P. Sanders | Remco J. Wiegerink,DMB,True,True,True,,Dennis Alveringh | Jarno Groenesteijn | Joost Conrad Lötters | Mannes Poel | Remco G.P. Sanders | Remco J. Wiegerink | Romas Zubavicius,,False,closed,,,,,https://doi.org/10.1109/mems58180.2024.10439597,,,,,https://openalex.org/W4392025168,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/38803,https://openalex.samuelmok.cc/api/paper/38803,,
SAFEST: Fault Tree Analysis Via Probabilistic Model Checking,https://doi.org/10.1109/rams51492.2024.10457719,2024,proceedings-article,,Log Analysis and System Performance Diagnosis | Automated Software Testing Techniques | Software Reliability Assessment and Prediction,,Joost-Pieter Katoen | Mariëlle Stoelinga,FMT,True,False,True,,Joost-Pieter Katoen | Mariëlle Stoelinga | Matthias Volk | Falak Sher,,False,closed,,,,,https://doi.org/10.1109/rams51492.2024.10457719,,,,,https://openalex.org/W4392910718,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39288,https://openalex.samuelmok.cc/api/paper/39288,,
Querying Fault and Attack Trees: Property Specification on a Water Network,https://doi.org/10.1109/rams51492.2024.10457796,2024,proceedings-article,,On-line Monitoring of Wastewater Quality | DNA-based Computing and Data Storage,,Ernst Moritz Hahn | Milan Lopuhaä-Zwakenberg | Stefano M. Nicoletti | Mariëlle Stoelinga,FMT,True,False,True,,Ernst Moritz Hahn | Milan Lopuhaä-Zwakenberg | Stefano M. Nicoletti | Mariëlle Stoelinga,,False,closed,,,,,https://doi.org/10.1109/rams51492.2024.10457796,,,,,https://openalex.org/W4392905323,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39289,https://openalex.samuelmok.cc/api/paper/39289,,
On the Resilience of Cellular Networks: How Can National Roaming Help?,https://doi.org/10.1109/tnsm.2024.3352168,2024,journal-article,,,,Suzan Bayhan | Syllas R. C. Magalhães | Clara Stegehuis | Lotte Weedage,DACS,True,True,True,,Suzan Bayhan | Syllas R. C. Magalhães | Clara Stegehuis | Lotte Weedage,,False,closed,False,True,,,https://doi.org/10.1109/tnsm.2024.3352168,,,,,https://openalex.org/W4390692254,https://research.utwente.nl/en/publications/1929c565-fb8d-4d24-aed7-33965de5592b,,,,IEEE Transactions on Network and Service Management,1932-4537,2373-7379,Institute of Electrical and Electronics Engineers (IEEE),,,1-1,1,,https://openalex.samuelmok.cc/paper/26794,https://openalex.samuelmok.cc/api/paper/26794,https://openalex.samuelmok.cc/api/pureentry/75926,https://openalex.samuelmok.cc/api/pilotpure/8615
Perception Threshold for Pressure by a Soft Textile Actuator,https://doi.org/10.1109/toh.2024.3370835,2024,journal-article,,Science of Clothing Comfort and Textile Properties,,Edwin Dertien | Angelika Mader | Jan B. F. van Erp,HMI,True,True,True,,Edwin Dertien | Angelika Mader | Hamid Souri | Jan B. F. van Erp | Judith Weda,,True,hybrid,,,cc-by,,https://doi.org/10.1109/toh.2024.3370835,https://ieeexplore.ieee.org/ielx7/4543165/4543166/10452368.pdf,https://doi.org/10.1109/toh.2024.3370835,https://ieeexplore.ieee.org/ielx7/4543165/4543166/10452368.pdf,,https://openalex.org/W4392188031,,,,,IEEE Transactions on Haptics,1939-1412,2334-0134,Institute of Electrical and Electronics Engineers (IEEE),,,1-12,12,,https://openalex.samuelmok.cc/paper/38820,https://openalex.samuelmok.cc/api/paper/38820,,
Shaping Relatable Robots: A Child-Centered Approach to Social Personalization,https://doi.org/10.1145/3610978.3638374,2024,proceedings-article,,Social Interaction with Robots | Artificial Intelligence in Service Industry | User Experience and Design Research in HCI,,Shenghui Wang,HMI,True,False,True,,Shenghui Wang | Koen V. Hindriks | Mike Ligthart | Elena Malnatsky,,True,bronze,,,,,https://doi.org/10.1145/3610978.3638374,https://dl.acm.org/doi/pdf/10.1145/3610978.3638374,https://doi.org/10.1145/3610978.3638374,https://dl.acm.org/doi/pdf/10.1145/3610978.3638374,,https://openalex.org/W4392646046,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/38842,https://openalex.samuelmok.cc/api/paper/38842,,
From Potential to Practice: Intellectual Humility During Search on Debated Topics,https://doi.org/10.1145/3627508.3638306,2024,proceedings-article,,Expert Finding in Online Communities | Crowdsourcing for Research and Data Collection | The Spread of Misinformation Online,,Mariët Theune,HMI,True,False,True,,Mariët Theune | Frank Bredius | Maria Soledad Pera | Alisa Rieger,,False,closed,,,,,https://doi.org/10.1145/3627508.3638306,,,,,https://openalex.org/W4392612071,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/38844,https://openalex.samuelmok.cc/api/paper/38844,,
The Eighth Workshop on Search-Oriented Conversational Artificial Intelligence (SCAI’24),https://doi.org/10.1145/3627508.3638310,2024,proceedings-article,,Natural Language Processing | Statistical Machine Translation and Natural Language Processing | Dialogue Act Modeling for Spoken Language Systems,,Andrea Papenmeier,HMI,True,False,True,,Andrea Papenmeier | Maik Fröbe | Alexander Frummet | Johannes Kiesel,,False,closed,,,,,https://doi.org/10.1145/3627508.3638310,,,,,https://openalex.org/W4392612122,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/38845,https://openalex.samuelmok.cc/api/paper/38845,,
Deep Dive into NTP Pool's Popularity and Mapping,https://doi.org/10.1145/3639041,2024,journal-article,,Mobile Agent Technology in Network Management | Wireless Mobility and Network Handoff Management | Algorithms and Architectures for Packet Classification,,Cristian Hesselman,DACS,True,True,True,,Cristian Hesselman | Giovane C. M. Moura | Marco Davids | John Heidemann | Caspar Schutijser | Georgios Smaragdakis,,True,hybrid,,,cc-by,,https://doi.org/10.1145/3639041,https://dl.acm.org/doi/pdf/10.1145/3639041,https://doi.org/10.1145/3639041,https://dl.acm.org/doi/pdf/10.1145/3639041,,https://openalex.org/W4391993447,,,,,Proceedings of the ACM on measurement and analysis of computing systems,2476-1249,,,8,1,1-30,30,,https://openalex.samuelmok.cc/paper/38846,https://openalex.samuelmok.cc/api/paper/38846,,
"School participation of autistic youths: The influence of youth, family and school factors",https://doi.org/10.1177/13623613231225490,2024,journal-article,,Impact of Parenting Stress on Caregivers and Families | Autism Spectrum Disorders | Influence of Parental Involvement on Student Achievement,,Carolien Rieffe,HMI,True,False,True,,Carolien Rieffe | Els Blijd-Hoogewys | David Heyne | Boya Li | Anke M. Scheeren,,True,hybrid,,,cc-by,,https://doi.org/10.1177/13623613231225490,https://journals.sagepub.com/doi/pdf/10.1177/13623613231225490,https://doi.org/10.1177/13623613231225490,https://journals.sagepub.com/doi/pdf/10.1177/13623613231225490,,https://openalex.org/W4391538406,,,,,Autism,1362-3613,1461-7005,SAGE Publications,,,,,,https://openalex.samuelmok.cc/paper/38871,https://openalex.samuelmok.cc/api/paper/38871,,
Automated Speech Audiometry: Can It Work Using Open-Source Pre-Trained Kaldi-NL Automatic Speech Recognition?,https://doi.org/10.1177/23312165241229057,2024,journal-article,,Speech Enhancement Techniques | Speech Recognition Technology | Audio Signal Classification and Analysis,,Khiet P. Truong,HMI,True,False,True,,Khiet P. Truong | Gloria Araiza-Illan | Deniz Başkent | Luke Meyer,,True,gold,,,cc-by-nc,,https://doi.org/10.1177/23312165241229057,,https://doi.org/10.1177/23312165241229057,https://journals.sagepub.com/doi/pdf/10.1177/23312165241229057,,https://openalex.org/W4392827910,,,,,Trends in Hearing,2331-2165,,,28,,,,,https://openalex.samuelmok.cc/paper/39171,https://openalex.samuelmok.cc/api/paper/39171,,
Using body sensors for evaluating the impact of smart cycling technologies on cycling experiences: a systematic literature review and conceptual framework,https://doi.org/10.1186/s12544-024-00635-3,2024,journal-article,,Influence of Built Environment on Active Travel | Effects of Physical Activity on Health Outcomes | Understanding Human Mobility Patterns,,Mario Boot | Karst Geurs | Paul J.M. Havinga | Mehmet Baran Ulak,PS,True,False,True,Mario Boot,Mario Boot | Karst Geurs | Paul J.M. Havinga | Mehmet Baran Ulak,,True,gold,,,cc-by,,https://doi.org/10.1186/s12544-024-00635-3,https://etrr.springeropen.com/counter/pdf/10.1186/s12544-024-00635-3,https://doi.org/10.1186/s12544-024-00635-3,https://etrr.springeropen.com/counter/pdf/10.1186/s12544-024-00635-3,,https://openalex.org/W4391815139,,,,,European Transport Research Review,1866-8887,1867-0717,Springer Science and Business Media LLC,16,1,,,,https://openalex.samuelmok.cc/paper/38878,https://openalex.samuelmok.cc/api/paper/38878,,
Omega-Regular Decision Processes,https://doi.org/10.1609/aaai.v38i19.30105,2024,journal-article,,System Dynamics Modeling and Applications,,Ernst Moritz Hahn,FMT,True,False,True,,Ernst Moritz Hahn | Mateo Perez | Sven Schewe | Fabio Somenzi | Ashutosh Trivedi | Dominik Wojtczak,,True,bronze,,,,,https://doi.org/10.1609/aaai.v38i19.30105,https://ojs.aaai.org/index.php/AAAI/article/download/30105/31950,https://doi.org/10.1609/aaai.v38i19.30105,https://ojs.aaai.org/index.php/AAAI/article/download/30105/31950,,https://openalex.org/W4393146689,,,,,Proceedings of the ... AAAI Conference on Artificial Intelligence,2159-5399,2374-3468,,38,19,21125-21133,9,,https://openalex.samuelmok.cc/paper/39354,https://openalex.samuelmok.cc/api/paper/39354,,
