title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
Learning passive policies with virtual energy tanks in robotics,https://doi.org/10.1049/cth2.12558,2024,journal-article,,Memristive Devices for Neuromorphic Computing | Modeling and Control of Port-Hamiltonian Systems | Reinforcement Learning Algorithms,,Federico Califano | Stefano Stramigioli,RAM,,True,gold,False,False,cc-by,,https://doi.org/10.1049/cth2.12558,,https://openalex.org/W4391260208,,,,,Iet Control Theory and Applications,1751-8644,1751-8652,Institution of Engineering and Technology (IET),,,,,,https://openalex.samuelmok.cc/paper/18464,https://openalex.samuelmok.cc/api/paper/18464,,
Stochastic array antenna figures‐of‐merit for quality‐of‐service‐enhanced massive MIMO,https://doi.org/10.1049/ell2.13064,2024,journal-article,,,,Andrés Alayón Glazunov | Noud Kanters,RS,,True,gold,False,False,cc-by-nc,,https://doi.org/10.1049/ell2.13064,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/ell2.13064,https://openalex.org/W4390916473,,,,,Electronics Letters,0013-5194,1350-911X,Institution of Engineering and Technology (IET),60,2,,,,https://openalex.samuelmok.cc/paper/18466,https://openalex.samuelmok.cc/api/paper/18466,,
Stochastic array antenna figures‐of‐merit for quality‐of‐service‐enhanced massive MIMO,https://doi.org/10.1049/ell2.13064,2024,journal-article,,,,Andrés Alayón Glazunov | Noud Kanters,RS,,True,gold,False,False,cc-by-nc,,https://doi.org/10.1049/ell2.13064,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/ell2.13064,https://openalex.org/W4390916473,,,,,Electronics Letters,0013-5194,1350-911X,Institution of Engineering and Technology (IET),60,2,,,,https://openalex.samuelmok.cc/paper/18466,https://openalex.samuelmok.cc/api/paper/18466,,
Robot-assisted support combined with electrical stimulation for the lower extremity in stroke patients: a systematic review,https://doi.org/10.1088/1741-2552/ad377c,2024,journal-article,,Principles and Interventions in Stroke Rehabilitation,,Jaap H. Buurke | Gerdienke B. Prange-Lasonder | Erik Prinsen | Johan Swanik Rietman | Cindy Rikhof,BSS,,True,hybrid,,,cc-by,,https://doi.org/10.1088/1741-2552/ad377c,https://iopscience.iop.org/article/10.1088/1741-2552/ad377c/pdf,https://openalex.org/W4393164810,,,,,Journal of Neural Engineering,1741-2552,1741-2560,IOP Publishing,,,,,,https://openalex.samuelmok.cc/paper/39270,https://openalex.samuelmok.cc/api/paper/39270,,
"Development of a Multimodal, Personalized Intervention of Virtual Reality Integrated Within Physiotherapy for Patients With Complex Chronic Low-Back Pain",https://doi.org/10.1089/jmxr.2023.0002,2024,journal-article,,,,Syl Slatman,BSS,,True,bronze,False,False,cc-by,,https://doi.org/10.1089/jmxr.2023.0002,,https://openalex.org/W4391218744,,,,,Journal of Medical Extended Reality,2994-1520,,,1,1,30-43,14,,https://openalex.samuelmok.cc/paper/21402,https://openalex.samuelmok.cc/api/paper/21402,,
From Data to Decisions: How AI Is Revolutionizing Clinical Prediction Models in Plastic Surgery.,https://doi.org/10.1097/prs.0000000000011266,2024,journal-article,,,,Estefanía Talavera,DMB,,False,closed,False,False,,,https://pubmed.ncbi.nlm.nih.gov/38194624,,https://openalex.org/W4390706365,,,,,Plastic and Reconstructive Surgery,0032-1052,1529-4242,Ovid Technologies (Wolters Kluwer Health),,,,,,https://openalex.samuelmok.cc/paper/21911,https://openalex.samuelmok.cc/api/paper/21911,,
Switching to external flows: perturbations of developing vasculature within chicken chorioallantoic membrane,https://doi.org/10.1101/2024.01.11.575208,2024,posted-content,,,,Jeroen Rouwkema | Loes Segerink | Danny van Galen | Mariia Zakharova,BIOS,,True,bronze,False,False,cc-by-nc-nd,,https://doi.org/10.1101/2024.01.11.575208,https://www.biorxiv.org/content/biorxiv/early/2024/01/14/2024.01.11.575208.full.pdf,https://openalex.org/W4390863731,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/22078,https://openalex.samuelmok.cc/api/paper/22078,,
Switching to external flows: perturbations of developing vasculature within chicken chorioallantoic membrane,https://doi.org/10.1101/2024.01.11.575208,2024,posted-content,,,,Jeroen Rouwkema | Loes Segerink | Danny van Galen | Mariia Zakharova,BIOS,,True,bronze,False,False,cc-by-nc-nd,,https://doi.org/10.1101/2024.01.11.575208,https://www.biorxiv.org/content/biorxiv/early/2024/01/14/2024.01.11.575208.full.pdf,https://openalex.org/W4390863731,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/22078,https://openalex.samuelmok.cc/api/paper/22078,,
The human complement factor B-C3b complex: Investigation of the interaction using C3b bound to thiol-Sepharose,https://doi.org/10.1101/2024.01.16.575844,2024,posted-content,,,,Kirsten M. Pondman,AMBER,,True,bronze,False,False,cc-by-nc-nd,,https://doi.org/10.1101/2024.01.16.575844,https://www.biorxiv.org/content/biorxiv/early/2024/01/17/2024.01.16.575844.full.pdf,https://openalex.org/W4390984040,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/22079,https://openalex.samuelmok.cc/api/paper/22079,,
Viewing stomata in action: Autonomous<i>in planta</i>imaging of individual stomatal movement links morphology and kinetics,https://doi.org/10.1101/2024.03.13.584774,2024,posted-content,,Non-destructive Leaf Area Estimation Methods | Tactile Perception and Cross-modal Plasticity | Dynamic Modeling of Plant Form and Growth,,Remco G.P. Sanders | Jurriaan Schmitz | T. J. T. P. Van Den Berg,DACS,,True,green,,,cc-by-nc-nd,,https://doi.org/10.1101/2024.03.13.584774,https://www.biorxiv.org/content/biorxiv/early/2024/03/14/2024.03.13.584774.full.pdf,https://openalex.org/W4393022945,,,,,bioRxiv (Cold Spring Harbor Laboratory),,,,,,,,,https://openalex.samuelmok.cc/paper/39276,https://openalex.samuelmok.cc/api/paper/39276,,
Height-adaptive human gait model through radar-driven pipeline with two co-located mmWave MIMO radars,https://doi.org/10.1109/access.2024.3350354,2024,journal-article,,,,Alessandro Chiumento | André B.J. Kokkeler | Yang Miao,RS,,True,gold,False,False,cc-by,,https://doi.org/10.1109/access.2024.3350354,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10381723.pdf,https://openalex.org/W4390603908,,,,,IEEE Access,2169-3536,,Institute of Electrical and Electronics Engineers (IEEE),12,,7199-7223,25,,https://openalex.samuelmok.cc/paper/23142,https://openalex.samuelmok.cc/api/paper/23142,,
Height-adaptive human gait model through radar-driven pipeline with two co-located mmWave MIMO radars,https://doi.org/10.1109/access.2024.3350354,2024,journal-article,,,,Alessandro Chiumento | André B.J. Kokkeler | Yang Miao,RS,,True,gold,False,False,cc-by,,https://doi.org/10.1109/access.2024.3350354,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10381723.pdf,https://openalex.org/W4390603908,,,,,IEEE Access,2169-3536,,Institute of Electrical and Electronics Engineers (IEEE),12,,7199-7223,25,,https://openalex.samuelmok.cc/paper/23142,https://openalex.samuelmok.cc/api/paper/23142,,
Empirical Characterization and Modeling of the Propagation Channel inside the VIRC,https://doi.org/10.1109/access.2024.3364697,2024,journal-article,,Next Generation 5G Wireless Networks,,Andrés Alayón Glazunov | André B.J. Kokkeler | Robert Vogt-Ardatjew,PE | RS,,True,gold,,,cc-by-nc-nd,,https://doi.org/10.1109/access.2024.3364697,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10431773.pdf,https://openalex.org/W4391697142,,,,,IEEE Access,2169-3536,,Institute of Electrical and Electronics Engineers (IEEE),,,22448-22464,1,,https://openalex.samuelmok.cc/paper/38774,https://openalex.samuelmok.cc/api/paper/38774,,
Empirical Characterization and Modeling of the Propagation Channel inside the VIRC,https://doi.org/10.1109/access.2024.3364697,2024,journal-article,,Next Generation 5G Wireless Networks,,Andrés Alayón Glazunov | André B.J. Kokkeler | Robert Vogt-Ardatjew,PE | RS,,True,gold,,,cc-by-nc-nd,,https://doi.org/10.1109/access.2024.3364697,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10431773.pdf,https://openalex.org/W4391697142,,,,,IEEE Access,2169-3536,,Institute of Electrical and Electronics Engineers (IEEE),,,22448-22464,1,,https://openalex.samuelmok.cc/paper/38774,https://openalex.samuelmok.cc/api/paper/38774,,
Empirical Characterization and Modeling of the Propagation Channel inside the VIRC,https://doi.org/10.1109/access.2024.3364697,2024,journal-article,,Next Generation 5G Wireless Networks,,Andrés Alayón Glazunov | André B.J. Kokkeler | Robert Vogt-Ardatjew,PE | RS,,True,gold,,,cc-by-nc-nd,,https://doi.org/10.1109/access.2024.3364697,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10431773.pdf,https://openalex.org/W4391697142,,,,,IEEE Access,2169-3536,,Institute of Electrical and Electronics Engineers (IEEE),,,22448-22464,1,,https://openalex.samuelmok.cc/paper/38774,https://openalex.samuelmok.cc/api/paper/38774,,
Decoding Online Hate in the United States: A BERT-CNN Analysis of 36 Million Tweets from 2020 to 2022,https://doi.org/10.1109/icsc59802.2024.00059,2024,proceedings-article,,Automated Detection of Hate Speech and Offensive Language | Populism in Contemporary Politics,,Mahboobeh Zangiabady,DACS,,False,closed,,,,,https://doi.org/10.1109/icsc59802.2024.00059,,https://openalex.org/W4393078956,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39283,https://openalex.samuelmok.cc/api/paper/39283,,
1.2 Racing Down the Slopes of Moore’s Law,https://doi.org/10.1109/isscc49657.2024.10454417,2024,proceedings-article,,The Study of Economic Institutions and Behavior | History of Mathematics in Education and Research | Computational Complexity and Algorithmic Information Theory,,Bram Nauta,ICD,,False,closed,,,,,https://doi.org/10.1109/isscc49657.2024.10454417,,https://openalex.org/W4392746358,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39163,https://openalex.samuelmok.cc/api/paper/39163,,
5.5 A Stacking Mixer-First Receiver Achieving &gt;20dBm Adjacent-Channel IIP3 Consuming less than 25mW,https://doi.org/10.1109/isscc49657.2024.10454419,2024,proceedings-article,,Optical Interconnect Technologies | Silicon Photonics Technology | Radio Frequency Integrated Circuit Design,,Bram Nauta | Ronan van der Zee,ICD,,False,closed,,,,,https://doi.org/10.1109/isscc49657.2024.10454419,,https://openalex.org/W4392746287,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39164,https://openalex.samuelmok.cc/api/paper/39164,,
5.5 A Stacking Mixer-First Receiver Achieving &gt;20dBm Adjacent-Channel IIP3 Consuming less than 25mW,https://doi.org/10.1109/isscc49657.2024.10454419,2024,proceedings-article,,Optical Interconnect Technologies | Silicon Photonics Technology | Radio Frequency Integrated Circuit Design,,Bram Nauta | Ronan van der Zee,ICD,,False,closed,,,,,https://doi.org/10.1109/isscc49657.2024.10454419,,https://openalex.org/W4392746287,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/39164,https://openalex.samuelmok.cc/api/paper/39164,,
Common Mode EMI Reduction Control Strategy for Interleaved Converters,https://doi.org/10.1109/lemcpa.2024.3375309,2024,journal-article,,Power Electronics Technology | Electromagnetic Compatibility in Electronics | Multilevel Converters in Power Electronics,,Patrick Koch | Frank Leferink | Niek Moonen,PE,,False,closed,,,,,https://doi.org/10.1109/lemcpa.2024.3375309,,https://openalex.org/W4392607635,,,,,IEEE Letters on Electromagnetic Compatibility Practice and Applications,2637-6423,,,,,1-1,1,,https://openalex.samuelmok.cc/paper/38798,https://openalex.samuelmok.cc/api/paper/38798,,
Common Mode EMI Reduction Control Strategy for Interleaved Converters,https://doi.org/10.1109/lemcpa.2024.3375309,2024,journal-article,,Power Electronics Technology | Electromagnetic Compatibility in Electronics | Multilevel Converters in Power Electronics,,Patrick Koch | Frank Leferink | Niek Moonen,PE,,False,closed,,,,,https://doi.org/10.1109/lemcpa.2024.3375309,,https://openalex.org/W4392607635,,,,,IEEE Letters on Electromagnetic Compatibility Practice and Applications,2637-6423,,,,,1-1,1,,https://openalex.samuelmok.cc/paper/38798,https://openalex.samuelmok.cc/api/paper/38798,,
Common Mode EMI Reduction Control Strategy for Interleaved Converters,https://doi.org/10.1109/lemcpa.2024.3375309,2024,journal-article,,Power Electronics Technology | Electromagnetic Compatibility in Electronics | Multilevel Converters in Power Electronics,,Patrick Koch | Frank Leferink | Niek Moonen,PE,,False,closed,,,,,https://doi.org/10.1109/lemcpa.2024.3375309,,https://openalex.org/W4392607635,,,,,IEEE Letters on Electromagnetic Compatibility Practice and Applications,2637-6423,,,,,1-1,1,,https://openalex.samuelmok.cc/paper/38798,https://openalex.samuelmok.cc/api/paper/38798,,
A Pragmatic Approach to Bi-directional Impedance Reflection Telemanipulation Control: Design and User Study,https://doi.org/10.1109/lra.2024.3368792,2024,journal-article,,Telemedicine in Global Healthcare,,Douwe Dresscher | Jan B. F. van Erp,RAM,,False,closed,,,,,https://doi.org/10.1109/lra.2024.3368792,,https://openalex.org/W4392061628,,,,,IEEE robotics and automation letters,2377-3766,,Institute of Electrical and Electronics Engineers (IEEE),,,3617-3624,8,,https://openalex.samuelmok.cc/paper/38799,https://openalex.samuelmok.cc/api/paper/38799,,
Fluid Viscosity and Density Determination With Machine Learning-Enhanced Coriolis Mass Flow Sensors,https://doi.org/10.1109/mems58180.2024.10439597,2024,proceedings-article,,Ultrasonic Flow Measurement Techniques | Real-time Water Quality Monitoring and Aquaculture Management,,Dennis Alveringh | Jarno Groenesteijn | Mannes Poel | Remco G.P. Sanders | Remco J. Wiegerink,DMB,,False,closed,,,,,https://doi.org/10.1109/mems58180.2024.10439597,,https://openalex.org/W4392025168,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/38803,https://openalex.samuelmok.cc/api/paper/38803,,
Design of Integrated Hybrid Configuration of Modular Multilevel Converter and Marx Generator to Generate Complex Waveforms for Dielectric Testing of Grid Assets,https://doi.org/10.1109/ojies.2024.3368957,2024,journal-article,,Modular Multilevel Converters in HVDC Systems | Global Lightning Distribution and Physics | Ultra High Voltage Transmission Technology in China,,Thiago Batista Soeiro,PE,,True,gold,,,cc-by-nc-nd,,https://doi.org/10.1109/ojies.2024.3368957,https://ieeexplore.ieee.org/ielx7/8782706/8955964/10443765.pdf,https://openalex.org/W4392061612,,,,,IEEE open journal of the Industrial Electronics Society,2644-1284,,,,,1-16,16,,https://openalex.samuelmok.cc/paper/38807,https://openalex.samuelmok.cc/api/paper/38807,,
A Frequency Domain Predictive Channel Model for 6G Wireless MIMO Communications Based on Deep Learning,https://doi.org/10.1109/tcomm.2024.3376602,2024,journal-article,,Integration of 5G with Broadcasting Systems,,Yang Miao,RS,,False,closed,,,,,https://doi.org/10.1109/tcomm.2024.3376602,,https://openalex.org/W4392904339,,,,,IEEE Transactions on Communications,0090-6778,1558-0857,Institute of Electrical and Electronics Engineers (IEEE),,,1-1,1,,https://openalex.samuelmok.cc/paper/39290,https://openalex.samuelmok.cc/api/paper/39290,,
Calculating S-parameters and Uncertainties of Coaxial Air-Dielectric Transmission Lines,https://doi.org/10.1109/tim.2023.3338667,2024,journal-article,,Microwave Sensors for Material Characterization and Sensing | Reverberation Chambers in Electromagnetic Testing | Frequency Estimation in Electrical Metrology | Microwave Engineering and Waveguides | Electromagnetic Compatibility in Electronics,,G. Rietveld,PE,,False,closed,False,False,,,https://doi.org/10.1109/tim.2023.3338667,,https://openalex.org/W4389252369,,,,,IEEE Transactions on Instrumentation and Measurement,0018-9456,1557-9662,Institute of Electrical and Electronics Engineers (IEEE),73,,1-11,11,,https://openalex.samuelmok.cc/paper/26688,https://openalex.samuelmok.cc/api/paper/26688,,
On the Resilience of Cellular Networks: How Can National Roaming Help?,https://doi.org/10.1109/tnsm.2024.3352168,2024,journal-article,,,,Suzan Bayhan | Syllas R. C. Magalhães | Clara Stegehuis | Lotte Weedage,DACS,,False,closed,False,True,,,https://doi.org/10.1109/tnsm.2024.3352168,,https://openalex.org/W4390692254,https://research.utwente.nl/en/publications/1929c565-fb8d-4d24-aed7-33965de5592b,,,,IEEE Transactions on Network and Service Management,1932-4537,2373-7379,Institute of Electrical and Electronics Engineers (IEEE),,,1-1,1,,https://openalex.samuelmok.cc/paper/26794,https://openalex.samuelmok.cc/api/paper/26794,https://openalex.samuelmok.cc/api/pureentry/75926,https://openalex.samuelmok.cc/api/pilotpure/8615
On the Resilience of Cellular Networks: How Can National Roaming Help?,https://doi.org/10.1109/tnsm.2024.3352168,2024,journal-article,,,,Suzan Bayhan | Syllas R. C. Magalhães | Clara Stegehuis | Lotte Weedage,DACS,,False,closed,False,True,,,https://doi.org/10.1109/tnsm.2024.3352168,,https://openalex.org/W4390692254,https://research.utwente.nl/en/publications/1929c565-fb8d-4d24-aed7-33965de5592b,,,,IEEE Transactions on Network and Service Management,1932-4537,2373-7379,Institute of Electrical and Electronics Engineers (IEEE),,,1-1,1,,https://openalex.samuelmok.cc/paper/26794,https://openalex.samuelmok.cc/api/paper/26794,https://openalex.samuelmok.cc/api/pureentry/75926,https://openalex.samuelmok.cc/api/pilotpure/8615
Perception Threshold for Pressure by a Soft Textile Actuator,https://doi.org/10.1109/toh.2024.3370835,2024,journal-article,,Science of Clothing Comfort and Textile Properties,,Edwin Dertien | Angelika Mader | Jan B. F. van Erp,RAM,,True,hybrid,,,cc-by,,https://doi.org/10.1109/toh.2024.3370835,https://ieeexplore.ieee.org/ielx7/4543165/4543166/10452368.pdf,https://openalex.org/W4392188031,,,,,IEEE Transactions on Haptics,1939-1412,2334-0134,Institute of Electrical and Electronics Engineers (IEEE),,,1-12,12,,https://openalex.samuelmok.cc/paper/38820,https://openalex.samuelmok.cc/api/paper/38820,,
